프로그램ID,프로그램세부ID,프로그램명,프로그램주제,주관부서(상위),주관부서(하위),시작일,종료일,프로그램 소개,프로그램 태그,프로그램 구분,프로그램유형1,프로그램유형2,교육방법,프로그램 시간,마일리지,참여자수,이수자수,핵심역량점수1,핵심역량점수2,핵심역량점수3,핵심역량점수4,핵심역량점수5,핵심역량점수6,핵심역량점수7,핵심역량점수8
5065,0,[직원교육]데이터통합관리시스템 시각화보고서 사용자 교육(비대면-녹화),[직원교육]데이터통합관리시스템 시각화보고서 사용자 교육(비대면-녹화),교육혁신원,대학IR센터,24-6-18 오후 4:00,24-8-31 오후 11:45,"데이터통합관리시스템을 효과적으로 활용하고, 시각화 보고서를 보다 쉽게 이해하고 활용할 수 있도록 사용자 교육 실시","녹화,데이터통합관리시스템,비대면,사용자교육,시각화보고서,직원교육,활용교육",,기타,행정지원,비대면(녹화),1,0,3,3,,,,1,,,,
5125,0,2024  SMU Global Practitioner Program in Tokyo,2024  SMU Global Practitioner Program in Tokyo,부총장직속기구,​신산업지식재산융합인재양성사업단,24-10-2 오전 12:00,24-10-5 오후 11:45,신산업지식재산융합인재양성사업단에서 운영하는 국외프로그램으로 자세한 내용은 모집 요강 참조,"IP교육,국외프로그램,국제경쟁력,글로벌마인드,기업탐방,도쿄,세미나,신산업지식재산융합인재양성사업,이론,일본현지기업,특강,현장학습",비교과 (비학점),학생활동,해외연수/국제교류,대면,72,10000,16,16,21.6,,,,,14.4,36,
5216,0,2024 하반기 온라인 찾아가는 해외취업 설명회(녹화),2024 하반기 온라인 찾아가는 해외취업 설명회(녹화),대학일자리플러스센터,대학일자리플러스센터,24-9-30 오전 12:00,24-10-7 오후 11:45,#NAME?,"대학일자리센터,대학일자리플러스센터,비영어권,영어권,온라인,취업전략,해외취업,해외취업설명회",비교과 (비학점),취업,설명회/박람회,비대면(녹화),2,1000,25,25,0.6,,,,,,1.4,
5249,0,청중을 매료시킬 창의적 프레젠테이션 전략,청중을 매료시킬 창의적 프레젠테이션 전략,교수학습센터,교수학습센터,24-10-1 오전 12:00,24-10-30 오전 12:00,"프레젠테이션을 준비할 때 자료의 구성, 멀티미디어 활용법 등 팁을 학습한다.","과제,교수학습센터,발표,발표준비,프레젠테이션,프레젠테이션Tip,피티전략,학습전략워크숍",비교과 (비학점),학습,워크숍/특강,비대면(녹화),1,1000,205,143,,0.5,0.5,,,,,
5211,0,[재맞고]인문상경계 직무 파헤치기,[재맞고]인문상경계 직무 파헤치기,대학일자리플러스센터,대학일자리플러스센터,24-10-2 오전 10:00,24-10-2 오후 12:00,인문상경계 직무 파악을  통한 취업계획 수립 및 취업역량 강화를 위한 전 현직자 특강,"대학일자리센터,역량,역량강화,영업그룹,인문상경계,지원그룹,직무,직무파악,취업,취업계획,특강,현직자특강",비교과 (비학점),취업,특강/워크숍/캠프,비대면(실시간),2,2000,96,64,,2,,,,,,
4617,3604,2024학년도 1학기 한국어클리닉,한국어클리닉(논문),국제처,유학생서비스팀,24-3-4 오전 9:00,24-5-29 오후 11:45,한국어 작문에 어려움을 겪는 외국인 유학생이 논문 및 보고서(과제) 한국어 첨삭 지도를  받을 수 있는 프로그램,"과제,논문,보고서,외국인유학생,유학생서비스팀,첨삭지도,클리닉,한국어",비교과 (비학점),학습,외국어학습,"해당없음(공모전, 콘테스트 등)",1,0,3,3,,1,,,,,,
4617,3605,2024학년도 1학기 한국어클리닉,한국어클리닉(보고서),국제처,유학생서비스팀,24-3-4 오전 9:00,24-5-29 오후 11:45,한국어 작문에 어려움을 겪는 외국인 유학생이 논문 및 보고서(과제) 한국어 첨삭 지도를  받을 수 있는 프로그램,"과제,논문,보고서,외국인유학생,유학생서비스팀,첨삭지도,클리닉,한국어",비교과 (비학점),학습,외국어학습,"해당없음(공모전, 콘테스트 등)",1,0,3,3,,1,,,,,,
4700,0,2024-1 학습컨설팅,2024-1 학습컨설팅,교수학습센터,교수학습센터,24-3-6 오전 9:30,24-8-29 오후 5:30,학습역량진단 결과를 바탕으로 학습자의 수준에 맞는 맞춤형 컨설팅 제공을 통해 학업 적응 및 학습전략 이해 및 역량 증진에 도움을 주는 프로그램,"ctl,mst,slt,맞춤형,상담,역량증진,자기주도학습,컨설팅,학습전략,학습컨설팅,학업적응",비교과 (비학점),학습,CTL학습컨설팅,대면 비대면 병행(실시간),1,1000,99,79,1,,,,,,,
5066,4389,전문가 멘토링(초급한국어),전문가멘토링(A반),글로벌융합대학,글로벌융합학부,24-3-14 오후 1:00,24-6-14 오후 3:00,글로벌융합학부 학생 대상 초급한국어 전문가 멘토링으로 1:2수업을 진행합니다.,"1대2수업,글로벌융합학부,전문가멘토링,초급한국어,토픽",비교과 (비학점),학습,워크숍/특강,대면,46,15000,2,2,,,,,,,46,
5066,4390,전문가 멘토링(초급한국어),전문가멘토링(B반),글로벌융합대학,글로벌융합학부,24-3-14 오후 1:00,24-6-14 오후 3:00,글로벌융합학부 학생 대상 초급한국어 전문가 멘토링으로 1:2수업을 진행합니다.,"1대2수업,글로벌융합학부,전문가멘토링,초급한국어,토픽",비교과 (비학점),학습,워크숍/특강,대면,46,15000,3,3,,,,,,,46,
5069,0,2024년 여름학기 기업실무인턴십 합격자 사전교육,2024년 여름학기 기업실무인턴십 합격자 사전교육,인재개발센터,인재개발센터,24-6-25 오후 2:00,24-6-25 오후 4:30,2024년 여름학기 기업실무인턴십 합격자 사전교육,"2024,기업실무,기업실무인턴십,사전교육,여름학기,온라인,인재개발센터,필수교육,합격자교육",비교과 (비학점),기타,행정지원,비대면(실시간+녹화),2,0,37,29,0.6,0.7,,,,0.7,,
4903,0,[독일언어문화학과] 독일어 자격증 B1 방학 집중코스,[독일언어문화학과] 독일어 자격증 B1 방학 집중코스,문과대학,독일언어·문화학과,24-6-19 오전 10:00,24-7-5 오후 6:00,"독일언어문화학과에서는 직무역량강화와 취업역량 강화를 위해
 방학중 B1 자격증을 취득하고자 하는 학생들을 모집하여 
비교과 프로그램을 운영합니다.","B1,B1취득,구두모의시험,독문,독일어,독일어자격증,독일언어문화학과,모의시험,방학집중코스,전공별진로취업,집중과정,취업역량강화,피드백,필기",비교과 (비학점),취업,전공별진로취업,대면,20,10000,17,13,10,,,,,,10,
5037,0,2024_작곡과(1차)_관현악법1 현악 합주 리딩세션,2024_작곡과(1차)_관현악법1 현악 합주 리딩세션,음악대학,작곡과,24-6-20 오후 1:00,24-6-21 오후 3:00,작곡과 2학년 수업인 <관현악법1>에서 수강생들이 배운 내용을 바탕으로 편곡한 작품을 리딩해보며 공부하는 시간을 갖는다.,"곡,관현악법,리딩세션,리허설,연주,음악,음악대학,작곡,작곡과,작품리딩,편곡",비교과 (비학점),진로,진로연계비교과,대면,2,2000,23,23,,2,,,,,,
5048,0,[폐강] 2024 지식재산 아이디어 경진대회,[폐강] 2024 지식재산 아이디어 경진대회,부총장직속기구,​신산업지식재산융합인재양성사업단,24-6-27 오전 10:00,24-6-27 오후 3:00,신산업분야 지식재산권에 관심 있는 재학생 누구나 참여 가능합니다.,"AI,IoT,경진대회,공모전,대회,바이오,신산업지식재산융합인재양성사업단,신재생에너지,아이디어,지식재산",비교과 (비학점),기타,폐강 및 수료자0,"해당없음(공모전, 콘테스트 등)",5,2000,6,0,,0.5,2,1,,1.5,,
5257,4528,시험 준비를 위한 마음가짐,1. 시험의 심리학적 이해,교수학습센터,교수학습센터,24-10-3 오전 12:00,24-11-1 오전 12:00,시험과 수행불안에 대해 이해하고 시험 전  스트레스를 관리하는 방법을 알아본다.,"교수학습센터,마음가짐,수행불안,스트레스관리,시험,학습전략워크숍",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,198,152,,0.4,,0.6,,,,
5257,4529,시험 준비를 위한 마음가짐,2. 수행불안에 대한 이해,교수학습센터,교수학습센터,24-10-3 오전 12:00,24-11-1 오전 12:00,시험과 수행불안에 대해 이해하고 시험 전  스트레스를 관리하는 방법을 알아본다.,"교수학습센터,마음가짐,수행불안,스트레스관리,시험,학습전략워크숍",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,198,144,,0.4,,0.6,,,,
5257,4530,시험 준비를 위한 마음가짐,3. 스트레스 관리,교수학습센터,교수학습센터,24-10-3 오전 12:00,24-11-1 오전 12:00,시험과 수행불안에 대해 이해하고 시험 전  스트레스를 관리하는 방법을 알아본다.,"교수학습센터,마음가짐,수행불안,스트레스관리,시험,학습전략워크숍",비교과 (비학점),학습,CTL학습법 특강,비대면(녹화),1,1000,196,141,,0.4,,0.6,,,,
5124,4485,2024-2학기 수학과 콜로키움,2024 2학기 수학과 콜로키움 2차 (10월 10일 ),이과대학,수학과,24-10-3 오후 5:00,24-10-10 오후 6:00,2024-2학기 수학과 콜로키움,"수학과,수학과콜로키움,콜로키움",,기타,졸업요건(졸업을 위한 필수 과정 등),대면,1,0,42,39,0.5,0.5,,,,,,
5066,4391,전문가 멘토링(초급한국어),전문가멘토링(C반),글로벌융합대학,글로벌융합학부,24-3-14 오후 1:00,24-6-14 오후 3:00,글로벌융합학부 학생 대상 초급한국어 전문가 멘토링으로 1:2수업을 진행합니다.,"1대2수업,글로벌융합학부,전문가멘토링,초급한국어,토픽",비교과 (비학점),학습,워크숍/특강,대면,46,15000,2,2,,,,,,,46,
4687,0,2024학년도 1학기 비교과프로그램 운영자 교육,2024학년도 1학기 비교과프로그램 운영자 교육,교육혁신원,대학IR센터,24-3-14 오후 2:00,24-3-14 오후 3:30,"비교과교육과정 소개,  비대면 비교과프로그램 운영매뉴얼 및 비교과통합관리 시스템 활용 방안 교육","교육,대면,대학IR센터,비교과,시스템활용,운영교육,운영자,질의응답",,기타,행정지원,대면,1,0,19,19,,,,1,,,,
4743,0,2024학년도 1학기 비교과프로그램 운영자 교육(녹화영상),2024학년도 1학기 비교과프로그램 운영자 교육(녹화영상),교육혁신원,대학IR센터,24-3-18 오전 9:00,24-8-31 오후 11:45,"비교과교육과정 소개,  비대면 비교과프로그램 운영매뉴얼 및 비교과통합관리 시스템 활용 방안 교육","교육,녹화영상,비교과,운영자",,기타,행정지원,비대면(녹화),1,0,4,4,,,,1,,,,
4722,0,2024학년도 1학기 Languege  Tutoring Program-일본어,2024학년도 1학기 Languege  Tutoring Program-일본어,국제처,유학생서비스팀,24-3-18 오전 10:00,24-5-31 오후 5:00,"본 프로그램은  본교 학생의 외국어 능력 향상과 글로벌 역량 강화를 위한 프로그램이다.
모국어가 외국어인 방문 교환학생 및 유학생이 본교 재학생의 튜터가 되어 온라인 외국어 학습의 기회를 제공함으로써,   재학생의 국제적 역량 중 일부인 외국어 능력 향상을 도모한다.","Language,Tutoring,교환학생,외국어,외국어능력,외국어학습,유학생,일본어,튜터",비교과 (비학점),학습,외국어학습,대면,5,0,13,12,,,,,,,3,2
4724,0,2024학년도 1학기 Languege  Tutoring Program-영어,2024학년도 1학기 Languege  Tutoring Program-영어,국제처,유학생서비스팀,24-3-18 오전 10:00,24-5-31 오후 5:00,"본 프로그램은  본교 학생의 외국어 능력 향상과 글로벌 역량 강화를 위한 프로그램이다.
모국어가 외국어인 방문 교환학생 및 유학생이 본교 재학생의 튜터가 되어 온라인 외국어 학습의 기회를 제공함으로써,   재학생의 국제적 역량 중 일부인 외국어 능력 향상을 도모한다.","Language,Tutoring,교환학생,영어,외국어,외국어능력,외국어학습,유학생,튜터",비교과 (비학점),학습,외국어학습,대면,5,0,5,5,,,,,,,3,2
5053,0,2024학년도 1학기 숙명 비교과 핵심역량인증제 인증 추가 신청(기졸업자만 신청),2024학년도 1학기 숙명 비교과 핵심역량인증제 인증 추가 신청(기졸업자만 신청),교육혁신원,대학IR센터,24-7-17 오전 12:00,24-7-23 오후 11:45,기졸업자 중 졸업 후 비교과 활동으로 숙명 비교과 핵심역량인증제 인증을 받고자 하는 학생,"기졸업자,대학IR센터,비교과,인증제,졸업생,추가모집,핵심역량,핵심역량인증제",,기타,행정지원,"해당없음(공모전, 콘테스트 등)",0,0,8,1,0,,,,,,,
5073,4398,2024 여름방학 양적연구방법론 (SPSS 활용),1. 양방이론 개관 및 기술 통계,교수학습센터,교수학습센터,24-7-22 오전 12:00,24-8-24 오전 12:00,총 5회차의 이론 및 실습을 통해 SPSS 프로그램을 활용한 양적연구방법론의 기초를 학습한다.,"SPSS,T검정,교수학습센터,대학원,데이터,매개효과,분산분석,분석,비대면,상관분석,신뢰도,양적연구,양적연구방법론,컴퓨터활용,타당도,탐색적연구,통계,학부,학습전략워크숍,회귀분석",비교과 (비학점),학습,워크숍/특강,비대면(녹화),1,1000,295,179,0.3,0.5,,0.2,,,,
5067,0,2024학년도 1학기 비교과 마일리지 장학금 신청 안내(기간연장~7/9까지),2024학년도 1학기 비교과 마일리지 장학금 신청 안내(기간연장~7/9까지),교육혁신원,대학IR센터,24-7-1 오전 12:00,24-7-9 오후 5:00,비교과 프로그램 이수로 적립한 마일리지로 장학금을 신청합니다.,"대학IR센터,마일리지장학금,비교과,신청,장학금신청",비교과 (비학점),기타,행정지원,"해당없음(공모전, 콘테스트 등)",1,0,59,56,1,,,,,,,
5073,4399,2024 여름방학 양적연구방법론 (SPSS 활용),2. 집단차이 분석방법,교수학습센터,교수학습센터,24-7-22 오전 12:00,24-8-24 오전 12:00,총 5회차의 이론 및 실습을 통해 SPSS 프로그램을 활용한 양적연구방법론의 기초를 학습한다.,"SPSS,T검정,교수학습센터,대학원,데이터,매개효과,분산분석,분석,비대면,상관분석,신뢰도,양적연구,양적연구방법론,컴퓨터활용,타당도,탐색적연구,통계,학부,학습전략워크숍,회귀분석",비교과 (비학점),학습,워크숍/특강,비대면(녹화),1,1000,295,162,0.3,0.5,,0.2,,,,
5123,4449,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(5회차) 10월 4일(금): <주요 노동관련 이슈-①>,대학일자리플러스센터,대학일자리플러스센터,24-10-4 오후 3:00,24-10-4 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,100,71,1,,,1,,,,
5123,4450,"[특강]김앤장 법률사무소 변호사, 노무사와 함께하는 노동법 교실",(6회차) 10월 11일(금): <주요 노동관련 이슈-②>,대학일자리플러스센터,대학일자리플러스센터,24-10-11 오후 3:00,24-10-11 오후 5:00,"장래의 기업 인사·노무 관리자, 변호사, 노무사를 희망하거나 노동관계법령을 알고자 하는 학생들의 경력개발을 지원하기 위한 `6회차 취업특강(노동법 교실)`입니다.","경력개발처윤경희교수,김앤장,노동법,노동법교실,노무사,대학일자리센터,법률사무소,변호사,세미나,특별세미나",비교과 (비학점),학습,워크숍/특강,대면,2,2000,82,62,1,,,1,,,,
